train,opening_or_closing_container,a040-0199C,142
train,opening_or_closing_container,a040-0200C,171
train,opening_or_closing_container,a040-0201C,183
train,opening_or_closing_container,a040-0202C,183
train,opening_or_closing_container,a040-0203C,166
train,opening_or_closing_container,a040-0204C,174
train,opening_or_closing_container,a040-0205C,174
train,opening_or_closing_container,a040-0206C,168
train,opening_or_closing_container,a040-0207C,181
train,opening_or_closing_container,a040-0208C,176
train,opening_or_closing_container,a040-0210C,187
train,opening_or_closing_container,a040-0211C,178
train,opening_or_closing_container,a040-0212C,204
train,opening_or_closing_container,a040-0214C,169
train,opening_or_closing_container,a040-0215C,188
train,opening_or_closing_container,a040-0216C,173
train,opening_or_closing_container,a040-0217C,168
train,opening_or_closing_container,a040-0218C,166
train,opening_or_closing_container,a040-0219C,173
train,opening_or_closing_container,a040-0220C,179
train,opening_or_closing_container,a040-0221C,181
train,opening_or_closing_container,a040-0222C,170
train,opening_or_closing_container,a040-0223C,169
train,opening_or_closing_container,a040-0224C,219
train,opening_or_closing_container,a040-0226C,165
train,opening_or_closing_container,a040-0227C,168
train,opening_or_closing_container,a040-0229C,168
train,opening_or_closing_container,a040-0230C,170
train,opening_or_closing_container,a040-0232C,165
train,opening_or_closing_container,a040-0233C,166
train,opening_or_closing_container,a040-0234C,192
train,opening_or_closing_container,a040-0235C,171
train,opening_or_closing_container,a040-0236C,168
train,opening_or_closing_container,a040-0238C,168
train,opening_or_closing_container,a040-0240C,172
train,opening_or_closing_container,a040-0241C,166
train,opening_or_closing_container,a040-0242C,186
train,opening_or_closing_container,a040-0243C,168
train,opening_or_closing_container,a040-0244C,167
train,opening_or_closing_container,a040-0245C,168
train,opening_or_closing_container,a040-0246C,168
train,opening_or_closing_container,a040-0247C,166
train,opening_or_closing_container,a040-0248C,157
train,opening_or_closing_container,a040-0249C,167
train,opening_or_closing_container,a040-0251C,122
train,opening_or_closing_container,a040-0252C,145
train,opening_or_closing_container,a040-0253C,163
train,opening_or_closing_container,a040-0254C,166
train,opening_or_closing_container,a040-0255C,168
train,opening_or_closing_container,a040-0256C,161
train,opening_or_closing_container,a040-0257C,170
train,opening_or_closing_container,a040-0258C,169
train,opening_or_closing_container,a040-0259C,167
train,opening_or_closing_container,a040-0260C,163
train,opening_or_closing_container,a040-0261C,170
train,opening_or_closing_container,a040-0263C,166
train,opening_or_closing_container,a040-0264C,170
train,opening_or_closing_container,a040-0265C,177
train,opening_or_closing_container,a040-0266C,173
train,opening_or_closing_container,a040-0267C,177
train,opening_or_closing_container,a040-0268C,168
train,opening_or_closing_container,a040-0270C,178
train,opening_or_closing_container,a040-0271C,172
train,opening_or_closing_container,a040-0272C,188
train,opening_or_closing_container,a040-0274C,172
train,opening_or_closing_container,a040-0275C,183
train,opening_or_closing_container,a040-0276C,177
train,opening_or_closing_container,a040-0277C,177
train,opening_or_closing_container,a040-0278C,176
train,opening_or_closing_container,a040-0279C,177
train,opening_or_closing_container,a040-0280C,167
train,opening_or_closing_container,a040-0281C,175
train,opening_or_closing_container,a040-0282C,169
train,opening_or_closing_container,a040-0283C,177
train,opening_or_closing_container,a040-0285C,173
train,opening_or_closing_container,a040-0286C,169
train,opening_or_closing_container,a040-0287C,175
train,opening_or_closing_container,a040-0288C,171
train,opening_or_closing_container,a040-0289C,175
train,opening_or_closing_container,a040-0290C,172
train,opening_or_closing_container,a040-0291C,168
train,opening_or_closing_container,a040-0292C,170
train,opening_or_closing_container,a040-0293C,168
train,opening_or_closing_container,a040-0295C,175
train,opening_or_closing_container,a040-0296C,167
train,opening_or_closing_container,a040-0297C,169
train,opening_or_closing_container,a040-0298C,172
train,opening_or_closing_container,a040-0299C,167
train,opening_or_closing_container,a040-0301C,168
train,opening_or_closing_container,a040-0302C,168
train,opening_or_closing_container,a040-0303C,169
